Subject,Accuracy,Treatment Condition,Age Group
96,1,Treatment,Younger
96,1,Treatment,Younger
96,1,Treatment,Younger
96,1,Treatment,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,1,Control,Younger
97,1,Control,Younger
97,1,Control,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,0,Control,Younger
97,0,Treatment,Younger
97,1,Control,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,0,Treatment,Younger
97,1,Treatment,Younger
97,1,Control,Younger
97,1,Control,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,0,Control,Younger
97,1,Control,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,1,Control,Younger
97,0,Control,Younger
97,1,Control,Younger
97,1,Treatment,Younger
97,0,Control,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,1,Control,Younger
97,1,Control,Younger
97,1,Control,Younger
97,1,Control,Younger
97,0,Treatment,Younger
97,1,Control,Younger
97,1,Control,Younger
97,1,Treatment,Younger
97,1,Control,Younger
97,1,Control,Younger
97,1,Control,Younger
97,1,Treatment,Younger
97,1,Control,Younger
97,1,Control,Younger
97,1,Control,Younger
97,1,Treatment,Younger
97,1,Control,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,1,Control,Younger
97,1,Control,Younger
97,1,Control,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,1,Treatment,Younger
97,1,Control,Younger
97,1,Treatment,Younger
97,1,Control,Younger
97,1,Treatment,Younger
97,1,Control,Younger
97,1,Treatment,Younger
98,1,Treatment,Younger
98,1,Treatment,Younger
98,1,Treatment,Younger
98,1,Control,Younger
98,1,Control,Younger
98,1,Treatment,Younger
98,0,Control,Younger
98,0,Control,Younger
98,0,Treatment,Younger
98,0,Control,Younger
98,1,Treatment,Younger
98,0,Treatment,Younger
98,0,Control,Younger
98,1,Treatment,Younger
98,1,Treatment,Younger
98,0,Treatment,Younger
98,1,Control,Younger
98,1,Treatment,Younger
98,1,Treatment,Younger
98,0,Control,Younger
98,1,Control,Younger
98,1,Control,Younger
98,1,Treatment,Younger
98,0,Treatment,Younger
98,0,Treatment,Younger
98,1,Treatment,Younger
98,0,Control,Younger
98,1,Treatment,Younger
98,0,Treatment,Younger
98,1,Control,Younger
98,0,Control,Younger
98,1,Treatment,Younger
98,1,Control,Younger
98,1,Control,Younger
98,1,Treatment,Younger
98,1,Control,Younger
98,1,Control,Younger
98,0,Treatment,Younger
98,0,Control,Younger
98,0,Control,Younger
98,1,Control,Younger
98,1,Control,Younger
98,0,Treatment,Younger
98,1,Control,Younger
98,1,Treatment,Younger
98,1,Treatment,Younger
98,1,Treatment,Younger
98,0,Control,Younger
98,0,Treatment,Younger
98,0,Treatment,Younger
98,1,Control,Younger
98,0,Control,Younger
98,0,Control,Younger
98,0,Control,Younger
98,0,Treatment,Younger
98,1,Treatment,Younger
98,1,Control,Younger
98,1,Treatment,Younger
98,0,Treatment,Younger
98,1,Control,Younger
98,1,Control,Younger
98,0,Control,Younger
98,1,Treatment,Younger
98,1,Control,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,0,Treatment,Younger
99,1,Control,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,1,Treatment,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Control,Younger
99,1,Treatment,Younger
100,0,Treatment,Younger
100,0,Control,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Control,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Control,Younger
100,1,Control,Younger
100,1,Control,Younger
100,0,Control,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,0,Treatment,Younger
100,0,Control,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Control,Younger
100,1,Control,Younger
100,0,Treatment,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Control,Younger
100,1,Control,Younger
100,1,Control,Younger
100,1,Control,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Control,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
100,1,Treatment,Younger
