Subject,Accuracy,Time of Day,Treatment Condition
33,1,Night,Treatment
33,1,Night,Control
33,1,Night,Control
33,1,Night,Treatment
33,1,Night,Control
33,1,Night,Control
33,1,Night,Treatment
33,1,Night,Treatment
33,1,Night,Treatment
33,1,Night,Treatment
33,1,Night,Control
33,1,Night,Treatment
33,1,Night,Treatment
33,1,Night,Treatment
33,0,Night,Treatment
33,1,Night,Treatment
33,1,Night,Control
33,1,Night,Treatment
33,1,Night,Treatment
33,1,Night,Treatment
33,1,Night,Treatment
33,1,Night,Control
33,1,Night,Control
33,1,Night,Control
33,1,Night,Treatment
33,0,Night,Control
33,0,Night,Control
33,1,Night,Control
33,1,Night,Control
33,1,Night,Treatment
33,1,Night,Control
33,1,Night,Treatment
33,1,Night,Treatment
33,1,Night,Treatment
33,1,Night,Treatment
33,1,Night,Control
33,1,Night,Control
33,1,Night,Treatment
33,1,Night,Control
33,0,Night,Treatment
33,1,Night,Treatment
33,0,Night,Treatment
33,1,Night,Treatment
33,1,Night,Control
33,1,Night,Control
34,1,Morning,Treatment
34,0,Morning,Control
34,1,Morning,Control
34,1,Morning,Control
34,1,Morning,Control
34,0,Morning,Treatment
34,0,Morning,Treatment
34,1,Morning,Control
34,0,Morning,Treatment
34,0,Morning,Treatment
34,1,Morning,Treatment
34,0,Morning,Treatment
34,0,Morning,Control
34,1,Morning,Treatment
34,0,Morning,Control
34,1,Morning,Control
34,1,Morning,Control
34,1,Morning,Treatment
34,1,Morning,Control
34,0,Morning,Control
34,1,Morning,Control
34,1,Morning,Treatment
34,0,Morning,Treatment
34,0,Morning,Control
34,1,Morning,Control
34,1,Morning,Control
34,0,Morning,Treatment
34,1,Morning,Treatment
34,1,Morning,Control
34,1,Morning,Control
34,1,Morning,Treatment
34,1,Morning,Control
34,1,Morning,Control
34,1,Morning,Treatment
34,1,Morning,Treatment
34,1,Morning,Control
34,1,Morning,Treatment
34,1,Morning,Treatment
34,1,Morning,Control
34,1,Morning,Control
34,1,Morning,Treatment
34,1,Morning,Control
34,1,Morning,Treatment
34,0,Morning,Treatment
34,1,Morning,Treatment
34,1,Morning,Control
34,1,Morning,Control
34,0,Morning,Treatment
34,1,Morning,Treatment
34,0,Morning,Treatment
34,0,Morning,Control
34,1,Morning,Control
34,1,Morning,Treatment
34,1,Morning,Treatment
34,1,Morning,Treatment
34,1,Morning,Control
34,1,Morning,Control
34,1,Morning,Control
34,0,Morning,Treatment
34,1,Morning,Control
34,1,Morning,Treatment
34,0,Morning,Control
34,0,Morning,Treatment
34,1,Morning,Treatment
34,1,Night,Treatment
34,1,Night,Control
34,1,Night,Treatment
34,1,Night,Treatment
34,1,Night,Control
34,1,Night,Control
34,0,Night,Treatment
34,1,Night,Treatment
34,1,Night,Control
34,1,Night,Treatment
34,1,Night,Control
34,1,Night,Treatment
34,1,Night,Treatment
34,1,Night,Treatment
34,1,Night,Control
34,0,Night,Control
34,1,Night,Control
34,1,Night,Control
34,1,Night,Control
34,1,Night,Control
34,1,Night,Control
34,1,Night,Treatment
34,1,Night,Treatment
34,0,Night,Control
34,1,Night,Control
34,1,Night,Treatment
34,1,Night,Control
34,1,Night,Treatment
34,1,Night,Control
34,0,Night,Treatment
34,1,Night,Treatment
34,1,Night,Treatment
34,1,Night,Control
34,1,Night,Control
34,1,Night,Control
34,1,Night,Treatment
34,1,Night,Treatment
34,0,Night,Treatment
34,1,Night,Treatment
34,1,Night,Treatment
34,1,Night,Control
34,1,Night,Control
34,1,Night,Treatment
34,1,Night,Control
34,1,Night,Control
34,1,Night,Treatment
34,1,Night,Treatment
34,1,Night,Treatment
34,1,Night,Treatment
34,1,Night,Control
34,1,Night,Control
34,1,Night,Control
34,1,Night,Control
34,0,Night,Control
34,1,Night,Control
34,1,Night,Control
34,1,Night,Treatment
34,0,Night,Treatment
34,1,Night,Control
34,1,Night,Treatment
34,1,Night,Control
34,1,Night,Treatment
34,1,Night,Treatment
34,1,Night,Treatment
35,1,Morning,Control
35,1,Morning,Control
35,1,Morning,Control
35,1,Morning,Treatment
35,1,Morning,Treatment
35,1,Morning,Treatment
35,1,Morning,Control
35,1,Morning,Control
35,0,Morning,Treatment
35,1,Morning,Treatment
35,1,Morning,Treatment
35,1,Morning,Treatment
35,0,Morning,Control
35,1,Morning,Treatment
35,1,Morning,Treatment
35,1,Morning,Control
35,1,Morning,Treatment
35,1,Morning,Control
35,1,Morning,Control
35,1,Morning,Control
35,0,Morning,Control
35,1,Morning,Control
35,1,Morning,Control
35,0,Morning,Treatment
35,1,Morning,Control
35,1,Morning,Control
35,1,Morning,Control
35,1,Morning,Control
35,0,Morning,Control
35,0,Morning,Treatment
35,0,Morning,Treatment
35,1,Morning,Control
35,1,Morning,Control
35,1,Morning,Control
35,1,Morning,Treatment
35,0,Morning,Control
35,1,Morning,Control
35,1,Morning,Treatment
35,1,Morning,Control
35,0,Morning,Control
35,1,Morning,Treatment
35,1,Morning,Treatment
35,1,Morning,Treatment
35,0,Morning,Control
35,0,Morning,Control
35,0,Morning,Control
35,1,Morning,Treatment
35,1,Morning,Treatment
35,1,Morning,Treatment
35,1,Morning,Control
35,1,Morning,Treatment
35,1,Morning,Control
35,0,Morning,Treatment
35,1,Morning,Treatment
35,1,Morning,Treatment
35,1,Morning,Treatment
35,0,Morning,Treatment
35,1,Morning,Control
35,1,Morning,Treatment
35,1,Morning,Treatment
35,1,Morning,Control
35,1,Morning,Treatment
35,1,Morning,Treatment
35,1,Morning,Treatment
35,0,Night,Treatment
35,1,Night,Control
35,1,Night,Treatment
35,0,Night,Control
35,1,Night,Control
35,1,Night,Treatment
35,0,Night,Treatment
35,1,Night,Treatment
35,1,Night,Control
35,1,Night,Control
35,1,Night,Control
35,0,Night,Control
35,1,Night,Control
35,1,Night,Treatment
35,0,Night,Treatment
35,1,Night,Control
35,1,Night,Treatment
35,1,Night,Treatment
35,1,Night,Treatment
35,1,Night,Treatment
35,1,Night,Treatment
35,1,Night,Treatment
35,1,Night,Treatment
35,1,Night,Treatment
35,1,Night,Treatment
35,1,Night,Control
35,1,Night,Control
35,1,Night,Control
35,1,Night,Treatment
35,1,Night,Control
35,0,Night,Control
35,1,Night,Treatment
35,1,Night,Treatment
35,1,Night,Treatment
35,0,Night,Control
35,1,Night,Control
35,1,Night,Control
35,1,Night,Treatment
35,1,Night,Control
35,1,Night,Treatment
35,0,Night,Control
35,1,Night,Treatment
35,1,Night,Control
35,1,Night,Treatment
35,1,Night,Treatment
35,1,Night,Control
35,1,Night,Control
35,1,Night,Control
35,1,Night,Treatment
35,1,Night,Treatment
35,1,Night,Control
35,1,Night,Treatment
35,1,Night,Control
35,1,Night,Treatment
35,1,Night,Control
35,1,Night,Treatment
35,1,Night,Treatment
35,0,Night,Control
35,1,Night,Control
35,1,Night,Control
35,1,Night,Control
35,1,Night,Treatment
35,1,Night,Control
35,1,Night,Control
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Treatment
36,1,Morning,Treatment
36,1,Morning,Control
36,0,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Treatment
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Treatment
36,1,Morning,Control
36,0,Morning,Treatment
36,0,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Treatment
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Treatment
36,0,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Control
36,1,Morning,Control
36,1,Morning,Treatment
36,1,Morning,Treatment
36,1,Night,Control
36,1,Night,Control
36,1,Night,Control
36,1,Night,Treatment
36,1,Night,Control
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Control
36,1,Night,Control
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Control
36,1,Night,Control
36,1,Night,Control
36,1,Night,Control
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Control
36,1,Night,Treatment
36,1,Night,Control
36,1,Night,Treatment
36,1,Night,Control
36,0,Night,Control
36,1,Night,Treatment
36,1,Night,Control
36,1,Night,Control
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Control
36,1,Night,Control
36,1,Night,Control
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Control
36,1,Night,Control
36,1,Night,Treatment
36,1,Night,Control
36,1,Night,Treatment
36,0,Night,Treatment
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Control
36,1,Night,Control
36,1,Night,Control
36,1,Night,Treatment
36,1,Night,Control
36,1,Night,Treatment
36,1,Night,Control
36,1,Night,Control
36,1,Night,Control
36,1,Night,Control
36,1,Night,Treatment
36,1,Night,Treatment
36,1,Night,Control
36,0,Night,Control
37,0,Morning,Control
37,1,Morning,Control
37,0,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Control
37,0,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Treatment
37,0,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Control
37,1,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Control
37,1,Morning,Control
37,1,Morning,Control
37,1,Morning,Control
37,1,Morning,Control
37,0,Morning,Control
37,1,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Control
37,1,Morning,Control
37,1,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Control
37,1,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Control
37,1,Morning,Treatment
37,0,Morning,Control
37,1,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Treatment
37,0,Morning,Treatment
37,0,Morning,Treatment
37,1,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Control
37,1,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Control
37,0,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Control
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Treatment
37,1,Morning,Treatment
37,0,Morning,Control
37,0,Morning,Control
37,0,Night,Treatment
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Control
37,1,Night,Control
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Control
37,1,Night,Control
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Control
37,1,Night,Control
37,1,Night,Treatment
37,1,Night,Control
37,1,Night,Control
37,1,Night,Control
37,1,Night,Control
37,1,Night,Control
37,1,Night,Treatment
37,1,Night,Control
37,1,Night,Treatment
37,1,Night,Control
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Control
37,1,Night,Treatment
37,1,Night,Control
37,1,Night,Control
37,1,Night,Control
37,1,Night,Control
37,1,Night,Control
37,1,Night,Treatment
37,1,Night,Control
37,1,Night,Control
37,1,Night,Treatment
37,1,Night,Control
37,1,Night,Control
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Control
37,0,Night,Treatment
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Control
37,1,Night,Control
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Treatment
37,0,Night,Treatment
37,1,Night,Treatment
37,1,Night,Treatment
37,1,Night,Control
37,1,Night,Control
37,1,Night,Control
37,1,Night,Control
37,1,Night,Control
37,1,Night,Treatment
37,1,Night,Control
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Control
38,1,Morning,Control
38,1,Morning,Control
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Control
38,1,Morning,Treatment
38,1,Morning,Control
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Treatment
38,0,Morning,Control
38,1,Morning,Control
38,1,Morning,Control
38,1,Morning,Treatment
38,1,Morning,Control
38,0,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Control
38,1,Morning,Treatment
38,0,Morning,Control
38,0,Morning,Control
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Control
38,1,Morning,Control
38,0,Morning,Treatment
38,1,Morning,Control
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Control
38,1,Morning,Control
38,1,Morning,Control
38,1,Morning,Control
38,1,Morning,Treatment
38,1,Morning,Control
38,1,Morning,Treatment
38,1,Morning,Control
38,1,Morning,Treatment
38,1,Morning,Treatment
38,0,Morning,Control
38,1,Morning,Control
38,1,Morning,Control
38,0,Morning,Treatment
38,1,Morning,Control
38,1,Morning,Control
38,1,Morning,Control
38,1,Morning,Control
38,1,Morning,Control
38,1,Morning,Control
38,0,Morning,Control
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Morning,Control
38,1,Morning,Treatment
38,1,Morning,Treatment
38,1,Night,Control
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Treatment
38,0,Night,Treatment
38,1,Night,Control
38,1,Night,Control
38,1,Night,Treatment
38,1,Night,Control
38,1,Night,Control
38,1,Night,Control
38,1,Night,Treatment
38,1,Night,Control
38,1,Night,Control
38,1,Night,Control
38,1,Night,Treatment
38,0,Night,Control
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Control
38,0,Night,Treatment
38,1,Night,Treatment
38,1,Night,Control
38,1,Night,Control
38,1,Night,Treatment
38,1,Night,Control
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Control
38,0,Night,Treatment
38,1,Night,Control
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Control
38,1,Night,Control
38,1,Night,Control
38,1,Night,Control
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Control
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Control
38,1,Night,Control
38,1,Night,Treatment
38,1,Night,Control
38,1,Night,Control
38,1,Night,Treatment
38,0,Night,Treatment
38,1,Night,Control
38,1,Night,Control
38,1,Night,Control
38,1,Night,Control
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Treatment
38,1,Night,Control
38,1,Night,Control
38,1,Night,Control
39,1,Morning,Treatment
39,0,Morning,Control
39,1,Morning,Control
39,0,Morning,Control
39,1,Morning,Treatment
39,0,Morning,Control
39,1,Morning,Treatment
39,1,Morning,Control
39,0,Morning,Treatment
39,0,Morning,Treatment
39,1,Morning,Control
39,1,Morning,Control
39,1,Morning,Control
39,1,Morning,Treatment
39,1,Morning,Treatment
39,1,Morning,Treatment
39,1,Morning,Treatment
39,1,Morning,Control
39,1,Morning,Control
39,1,Morning,Treatment
39,1,Morning,Control
39,0,Morning,Treatment
39,1,Morning,Control
39,1,Morning,Treatment
39,0,Morning,Treatment
39,1,Morning,Control
39,1,Morning,Control
39,1,Morning,Treatment
39,1,Morning,Control
39,0,Morning,Treatment
39,0,Morning,Control
39,0,Morning,Control
39,0,Morning,Treatment
39,1,Morning,Treatment
39,1,Morning,Treatment
39,0,Morning,Treatment
39,1,Morning,Control
39,1,Morning,Control
39,0,Morning,Control
39,0,Morning,Control
39,1,Morning,Control
39,1,Morning,Treatment
39,1,Morning,Treatment
39,0,Morning,Treatment
39,1,Morning,Control
39,1,Morning,Treatment
39,1,Morning,Treatment
39,1,Morning,Control
39,1,Morning,Treatment
39,1,Morning,Control
39,0,Morning,Control
39,1,Morning,Treatment
39,1,Morning,Treatment
39,1,Morning,Control
39,0,Morning,Control
39,0,Morning,Treatment
39,0,Morning,Control
39,0,Morning,Treatment
39,1,Morning,Control
39,0,Morning,Treatment
39,1,Morning,Treatment
39,1,Morning,Control
39,0,Morning,Treatment
39,0,Morning,Control
39,1,Night,Treatment
39,1,Night,Control
39,1,Night,Control
39,1,Night,Control
39,1,Night,Treatment
39,1,Night,Treatment
39,1,Night,Control
39,1,Night,Treatment
39,1,Night,Control
39,1,Night,Treatment
39,1,Night,Control
39,0,Night,Treatment
39,0,Night,Treatment
39,1,Night,Control
39,1,Night,Control
39,1,Night,Control
39,1,Night,Control
39,1,Night,Treatment
39,1,Night,Control
39,1,Night,Control
39,1,Night,Control
39,1,Night,Control
39,1,Night,Treatment
39,1,Night,Treatment
39,1,Night,Treatment
39,1,Night,Control
39,1,Night,Control
39,1,Night,Control
39,1,Night,Treatment
39,1,Night,Treatment
39,1,Night,Control
39,1,Night,Treatment
39,1,Night,Treatment
39,1,Night,Treatment
39,1,Night,Treatment
39,0,Night,Treatment
39,0,Night,Treatment
39,1,Night,Control
39,1,Night,Control
39,1,Night,Control
39,1,Night,Control
39,1,Night,Treatment
39,1,Night,Control
39,1,Night,Treatment
39,1,Night,Treatment
39,1,Night,Control
39,1,Night,Treatment
39,1,Night,Control
39,1,Night,Treatment
39,0,Night,Treatment
39,1,Night,Treatment
39,1,Night,Control
39,0,Night,Treatment
39,1,Night,Treatment
39,0,Night,Control
39,1,Night,Control
39,1,Night,Control
39,1,Night,Treatment
39,1,Night,Control
39,1,Night,Treatment
39,0,Night,Treatment
39,1,Night,Treatment
39,1,Night,Control
39,1,Night,Control
40,1,Morning,Control
40,1,Morning,Control
40,1,Morning,Control
40,1,Morning,Treatment
40,1,Morning,Treatment
40,1,Morning,Treatment
40,1,Morning,Control
40,1,Morning,Treatment
40,1,Morning,Treatment
40,1,Morning,Control
40,1,Morning,Control
40,1,Morning,Control
40,0,Morning,Treatment
40,1,Morning,Control
40,1,Morning,Treatment
40,1,Morning,Control
40,1,Morning,Control
40,1,Morning,Treatment
40,1,Morning,Treatment
